order_id,cust_id,store_id,order_date,order_status,gross_total,discount_amount,net_total,payment_mode_id
328,4255,90,2024-02-26,Delivered,26797.06,0.0,26797.06,1
329,46329,7,2024-09-27,Processing,125358.6,0.0,125358.6,9
330,39655,63,2024-08-03,Out for Delivery,27005.68,0.0,27005.68,7
331,15891,169,2024-04-21,Delivered,24696.21,4158.49,20537.72,7
332,40218,170,2025-07-20,Delivered,39473.37,1973.67,37499.7,3
333,39082,140,2024-06-26,Delivered,21818.54,649.81,21168.73,8
334,2657,28,2025-04-01,Delivered,59515.05,0.0,59515.05,4
335,25598,76,2025-10-04,Delivered,103104.51,0.0,103104.51,1
336,40246,103,2025-09-16,Delivered,222027.32,0.0,222027.32,8
337,23942,65,2025-08-16,Delivered,38090.94,0.0,38090.94,1
338,29147,166,2024-03-23,Failed,26851.47,0.0,26851.47,7
339,4635,164,2024-12-19,Delivered,7831.04,0.0,7831.04,3
340,36861,42,2025-08-13,Delivered,30719.88,1204.41,29515.47,3
341,28102,134,2025-09-05,Failed,167391.04,0.0,167391.04,1
342,39987,98,2024-05-03,Delivered,13665.41,0.0,13665.41,7
343,30448,142,2025-10-11,Out for Delivery,24214.08,0.0,24214.08,1
344,22520,127,2024-05-29,Returned,3636.65,0.0,3636.65,1
345,1477,9,2024-04-20,Processing,26340.48,1150.4,25190.08,3
346,19088,153,2025-01-23,Processing,33905.99,0.0,33905.99,4
347,49978,24,2024-12-11,Delivered,40301.87,11784.35,28517.52,7
348,41174,138,2025-03-30,Delivered,42861.43,6785.0,36076.43,4
349,43186,143,2025-10-24,Delivered,61567.44,0.0,61567.44,3
350,31692,6,2024-12-17,Delivered,478148.6,0.0,478148.6,3
351,16629,136,2026-01-19,Delivered,264337.22,0.0,264337.22,2
352,48483,81,2026-01-18,Delivered,67421.04,0.0,67421.04,2
353,1548,75,2024-02-22,Out for Delivery,4527.27,0.0,4527.27,5
354,33152,23,2024-06-02,Delivered,319855.59,5.8,319849.79,9
355,5351,152,2025-07-17,Returned,13096.77,0.0,13096.77,2
356,11569,137,2025-08-30,Delivered,7069.08,0.0,7069.08,9
357,42872,141,2025-11-14,Cancelled,25097.43,1415.93,23681.5,7
358,11478,54,2024-07-23,Delivered,50771.26,224.4,50546.86,6
359,14407,161,2024-08-03,Delivered,27138.37,896.47,26241.9,5
360,13703,44,2024-01-15,Processing,92976.98,0.0,92976.98,6
361,22468,39,2026-01-02,Out for Delivery,89768.96,0.0,89768.96,7
362,44279,54,2025-06-11,Delivered,3990.42,0.0,3990.42,5
363,43754,177,2024-02-12,Delivered,12723.49,1474.98,11248.51,9
364,48150,3,2024-01-30,Delivered,3110.64,0.0,3110.64,4
365,44616,145,2024-03-26,Delivered,11339.88,0.0,11339.88,6
366,20533,139,2025-06-14,Delivered,61821.77,235.32,61586.45,2
367,49649,83,2025-06-22,Delivered,14439.19,1151.33,13287.86,2
368,45354,30,2024-01-21,Delivered,300716.66,0.0,300716.66,3
369,2917,128,2024-05-21,Shipped,216638.36,12278.11,204360.25,6
370,38417,182,2024-09-03,Cancelled,14160.78,0.0,14160.78,1
371,8492,28,2024-10-12,Processing,46346.85,11586.71,34760.14,1
372,32925,110,2024-12-10,Failed,16175.04,0.0,16175.04,5
373,12297,55,2024-10-03,Processing,81777.12,16355.42,65421.7,6
374,11227,127,2025-02-19,Delivered,142881.78,334.85,142546.93,5
375,21254,89,2026-02-09,Delivered,22137.66,2928.34,19209.32,6
376,26171,172,2025-09-13,Shipped,62948.92,15737.23,47211.69,4
377,48664,13,2025-02-14,Delivered,79195.72,620.04,78575.68,4
378,19913,26,2025-06-02,Shipped,72221.78,1644.4,70577.38,6
379,36031,179,2025-05-19,Delivered,4234.1,0.0,4234.1,2
380,25577,67,2025-07-09,Delivered,29297.43,0.0,29297.43,1
381,9367,177,2024-09-20,Out for Delivery,27489.18,3925.81,23563.37,4
382,1631,177,2024-09-18,Delivered,94098.92,0.0,94098.92,3
383,15895,4,2025-07-21,Shipped,6073.7,432.14,5641.56,2
384,31478,41,2026-01-19,Delivered,1681.81,252.27,1429.54,2
385,33413,62,2024-09-01,Out for Delivery,157733.76,0.0,157733.76,7
386,5114,111,2024-05-12,Returned,381652.64,0.0,381652.64,9
387,44759,6,2025-12-27,Failed,29822.34,0.0,29822.34,3
388,39454,58,2026-02-06,Delivered,13230.16,0.0,13230.16,7
389,36522,10,2024-02-12,Processing,20393.76,0.0,20393.76,1
390,13183,75,2024-12-02,Delivered,6702.27,0.0,6702.27,8
391,27721,153,2025-08-06,Delivered,130262.35,0.0,130262.35,8
392,15406,167,2024-09-14,Delivered,28624.09,0.0,28624.09,4
393,22959,106,2024-11-07,Delivered,117683.66,13862.07,103821.59,4
