payment_id,order_id,cust_id,amount,status,refund_reason,refunded_at
541,577,27761,596.16,Completed,,
542,579,9611,283039.7,Completed,,
543,580,37305,102435.76,Completed,,
544,581,45668,47805.49,Completed,,
545,583,32603,158558.64,Completed,,
546,584,2403,14673.34,Completed,,
547,585,47015,27289.2,Completed,,
548,586,21253,198227.54,Completed,,
549,587,2919,62377.25,Completed,,
550,588,40842,30008.69,Completed,,
551,589,2231,79660.34,Completed,,
552,590,46204,49617.06,Completed,,
553,591,18704,1414.87,Completed,,
554,592,20010,16319.88,Completed,,
555,593,17315,31779.37,Completed,,
556,594,28004,80222.62,Completed,,
557,595,33343,27237.42,Completed,,
558,596,44585,78329.26,Failed,,
559,597,37587,86268.54,Completed,,
560,599,2683,2302.56,Completed,,
561,600,20333,34969.64,Failed,,
562,601,21324,33049.83,Completed,,
563,602,26996,63229.06,Completed,,
564,603,23649,47247.75,Failed,,
565,604,16746,38562.16,Completed,,
566,605,28117,54009.67,Completed,,
567,606,28174,521896.84,Completed,,
568,607,7161,114632.06,Completed,,
569,609,35188,360497.24,Completed,,
570,610,19884,996.54,Completed,,
571,611,5055,24128.94,Failed,,
572,612,19034,24235.41,Completed,,
573,613,47051,117856.64,Completed,,
574,614,13423,5651.94,Completed,,
575,615,2152,89752.01,Completed,,
576,616,5044,347499.69,Failed,,
577,618,1418,169406.08,Completed,,
578,619,36342,14833.42,Completed,,
579,620,477,37723.64,Completed,,
580,622,3633,35367.26,Completed,,
581,623,32955,42715.02,Completed,,
582,624,34073,7066.36,Completed,,
583,625,20357,3711.86,Completed,,
584,626,1014,7552.36,Completed,,
585,627,33945,36856.25,Failed,,
586,628,14699,154399.34,Completed,,
587,629,24414,27596.09,Refunded,Wrong Item,2026-01-06 00:00:00
588,630,29459,48210.79,Completed,,
589,631,10466,35490.72,Completed,,
590,632,23177,68059.41,Completed,,
591,633,30926,6936.84,Completed,,
592,634,15900,176225.46,Completed,,
593,635,1977,23040.78,Completed,,
594,636,44466,52946.31,Failed,,
595,637,24257,235602.22,Completed,,
596,638,36825,29182.32,Completed,,
597,639,37062,56669.99,Refunded,Not liked,2025-01-25 00:00:00
598,640,11932,8574.97,Completed,,
599,641,16375,11506.24,Completed,,
600,642,25642,114939.1,Completed,,
601,643,12752,24404.06,Completed,,
602,644,47889,139734.83,Completed,,
603,646,26598,10954.61,Completed,,
604,647,37526,13073.68,Completed,,
605,648,12106,107587.32,Completed,,
606,649,47625,7330.2,Completed,,
607,650,38761,50180.02,Completed,,
608,651,4096,16752.11,Completed,,
609,652,1249,2983.39,Completed,,
610,653,13881,18946.34,Completed,,
611,654,39255,21571.63,Failed,,
612,655,30593,25632.84,Completed,,
613,656,6672,716.99,Completed,,
614,657,290,271899.32,Failed,,
615,658,2804,70280.34,Completed,,
616,659,25852,644335.72,Completed,,
617,660,3421,55516.17,Completed,,
618,661,22421,48536.47,Completed,,
619,662,33328,276130.32,Completed,,
620,663,6298,185816.13,Failed,,
621,664,37041,244684.9,Completed,,
622,665,8145,62517.51,Completed,,
623,666,38307,14972.28,Refunded,Defective,2024-11-24 00:00:00
624,667,35018,17650.46,Completed,,
625,669,35950,123076.67,Completed,,
626,670,24941,368002.34,Failed,,
627,671,4797,27949.17,Completed,,
628,672,44426,54233.44,Completed,,
629,673,30420,18450.55,Completed,,
630,674,43614,940.48,Completed,,
631,675,18894,261388.7,Completed,,
632,676,46376,21908.71,Completed,,
633,677,48158,157289.6,Completed,,
634,678,37289,22462.76,Completed,,
635,679,10500,96851.82,Completed,,
636,680,24287,20278.67,Completed,,
637,681,7206,40106.62,Completed,,
638,682,12809,17120.54,Completed,,
639,684,11096,951.5,Completed,,
640,685,5273,72576.09,Completed,,
641,686,43101,157434.01,Completed,,
642,687,25851,265838.18,Completed,,
643,688,21912,146496.2,Completed,,
644,689,12274,18809.59,Completed,,
645,690,11311,257317.23,Completed,,
646,691,15020,13364.59,Refunded,Size issue,2025-06-30 00:00:00
647,692,47777,124504.38,Completed,,
648,693,23067,44947.83,Completed,,
649,696,42521,67938.77,Failed,,
650,697,44352,96262.84,Completed,,
651,698,45868,202318.44,Completed,,
652,699,45349,76775.91,Completed,,
653,700,1635,20270.14,Completed,,
654,701,36516,47446.07,Completed,,
655,702,11702,12220.56,Completed,,
656,703,34725,615.48,Completed,,
657,704,273,13160.41,Completed,,
658,705,6170,31089.47,Completed,,
659,706,11264,14861.46,Completed,,
660,707,41855,8352.0,Failed,,
661,708,38118,14072.48,Completed,,
662,709,49213,19710.79,Completed,,
663,710,30556,34875.7,Completed,,
664,711,10454,393955.05,Completed,,
665,712,32906,68539.38,Completed,,
666,713,8759,37892.1,Completed,,
667,714,22306,120256.65,Failed,,
668,715,46880,26079.09,Refunded,Not liked,2026-03-03 00:00:00
669,716,11832,3559.54,Completed,,
670,718,12204,85399.31,Completed,,
671,719,18327,13846.86,Completed,,
672,720,39986,16581.62,Completed,,
673,722,37668,24041.96,Completed,,
674,723,13397,32283.29,Completed,,
675,724,25,535143.62,Completed,,
676,725,45785,361494.38,Failed,,
677,726,26161,1600.8,Completed,,
678,727,24117,781.23,Completed,,
679,728,14681,11910.34,Completed,,
680,729,6474,19343.95,Completed,,
681,730,20689,26924.73,Completed,,
682,731,47244,36217.99,Completed,,
683,732,3409,100883.2,Completed,,
684,733,48453,119309.47,Completed,,
685,734,17523,247061.47,Completed,,
686,735,49394,188911.15,Completed,,
687,736,5883,21476.88,Completed,,
688,737,2148,14259.47,Completed,,
689,738,40995,107413.54,Completed,,
690,740,23615,37405.55,Completed,,
691,741,30550,44748.95,Completed,,
692,743,24941,98345.37,Completed,,
693,744,5391,73527.18,Completed,,
694,746,233,2085.46,Completed,,
695,747,5242,25082.42,Failed,,
696,748,43427,36719.9,Completed,,
697,749,38447,236739.25,Completed,,
698,750,4802,16789.48,Refunded,Changed mind,2025-04-03 00:00:00
699,751,13988,153394.78,Completed,,
700,752,12041,89381.46,Refunded,Wrong Item,2025-05-21 00:00:00
701,753,1814,39783.74,Completed,,
702,754,31928,93046.81,Refunded,Changed mind,2026-02-19 00:00:00
703,755,11950,13422.72,Failed,,
704,756,29642,213058.91,Completed,,
705,757,11075,35686.39,Completed,,
706,758,6554,99586.87,Failed,,
707,759,16780,322068.23,Completed,,
708,760,38396,656078.92,Completed,,
709,761,11883,59526.03,Failed,,
710,762,15192,79937.77,Completed,,
711,763,19637,20312.3,Completed,,
712,764,23955,24377.45,Completed,,
713,765,31173,148746.6,Completed,,
714,766,47942,197389.96,Completed,,
715,767,11901,23363.03,Completed,,
716,768,12593,85798.58,Completed,,
717,770,43274,160124.17,Completed,,
718,771,626,9494.78,Completed,,
719,772,39576,24207.28,Completed,,
720,773,34034,57798.34,Completed,,
721,774,13343,4371.22,Completed,,
722,775,44111,49144.15,Completed,,
723,776,6299,21555.97,Failed,,
724,777,14773,164770.68,Completed,,
725,778,43260,82299.42,Completed,,
726,779,12425,22980.52,Completed,,
727,780,1870,357506.33,Failed,,
728,781,16576,96428.1,Completed,,
729,782,3068,23778.39,Completed,,
730,783,28083,8858.19,Completed,,
731,784,37018,229560.52,Completed,,
732,785,16511,62176.72,Completed,,
733,786,2318,355645.31,Completed,,
734,787,28237,10845.66,Completed,,
735,788,985,79017.2,Completed,,
736,789,5109,31464.72,Completed,,
737,790,43722,51520.26,Completed,,
738,791,47040,128664.06,Completed,,
739,792,49569,51303.83,Completed,,
740,793,27078,18330.51,Failed,,
